asin,title,imgUrl,productURL,stars,reviews,price,listPrice,category_id,isBestSeller,boughtInLastMonth
B0CCCTL2ZM,Luggage Aluminium Frame Suitcase PC ABS Hard Shell TSA Lock No Zipper 28In Haze Blue,https://m.media-amazon.com/images/I/619qFXjMHIL._AC_UL320_.jpg,https://www.amazon.com/dp/B0CCCTL2ZM,4.1,0,189.99,0,104,FALSE,0
B07YH2XB8B,Subterra Carry On Spinner,https://m.media-amazon.com/images/I/61Kk60qOiSL._AC_UL320_.jpg,https://www.amazon.com/dp/B07YH2XB8B,4.6,0,348,379.95,104,FALSE,0
B0BPS6ZSZ9,Luggage PC ABS Hardside Lightweight Suitcase with 4 Universal Wheels TSA Lock Checked-Large 28 Inch Black,https://m.media-amazon.com/images/I/61TDMavvTnL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BPS6ZSZ9,4.6,0,129.99,0,104,FALSE,0
B0BFQLJVM1,"20 Inch Carry On with Front Pocket, 22x14.6x10in, 45L, Lightweight ABS+PC Hardshell Suitcase with TSA Lock, YKK Zipper & 4 Spinner Silent Wheels, Orange",https://m.media-amazon.com/images/I/61AQeOfAHXL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BFQLJVM1,4.4,0,112.99,0,104,FALSE,50
B09QYJ9TLJ,"Grace Luggage, 28�� Hardside Suitcase, ABS+PC Harshell Spinner Luggage with TSA Lock, Spinner Wheels - Black, 28 Inch",https://m.media-amazon.com/images/I/611t6azQQpL._AC_UL320_.jpg,https://www.amazon.com/dp/B09QYJ9TLJ,4.6,0,239.99,0,104,FALSE,0
B0B3HZPKMS,19 Degree Short Trip Expandable 4 Wheeled Packing Case - Navy,https://m.media-amazon.com/images/I/61F3qJQBbaL._AC_UL320_.jpg,https://www.amazon.com/dp/B0B3HZPKMS,3.9,0,895,0,104,FALSE,0
B0BP6D16P3,"Carry On Luggage Airline Approved, Softside Suitcase with Spinner Wheels 20 Inch Small Lightweight Carry-on Luggage with Front Pockets, Women Men Business Travel (Black)",https://m.media-amazon.com/images/I/71TvhF3V2fL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BP6D16P3,4.4,0,85.99,99.99,104,FALSE,50
B07ZSWKZYN,"Moonlight Hardside Expandable Luggage with Spinner Wheels, Black Marble, Checked-Large 28-Inch",https://m.media-amazon.com/images/I/71kmLlCMzWL._AC_UL320_.jpg,https://www.amazon.com/dp/B07ZSWKZYN,4.5,0,139.99,0,104,FALSE,0
B0BRSNNR32,28 Inch Luggage Softside Expandable Luggage Checked luggage Large Suitcase with Lock Travel Luggage Suitcases with Wheels Upright Rolling Luggage for Women Men Weekender,https://m.media-amazon.com/images/I/712rmvlGDqL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BRSNNR32,4.4,0,155.54,0,104,FALSE,0
B0C2JQWZRZ,"Sky Lite Softside Expandable Luggage with Spinner Wheels, Green, Checked-Large 28 Inch",https://m.media-amazon.com/images/I/71JIXWHj9xL._AC_UL320_.jpg,https://www.amazon.com/dp/B0C2JQWZRZ,2,0,109.99,0,104,FALSE,50
B07MGGMX8N,Alpha 3 Medium Trip Expandable 4-Wheeled Packing Case - Large Suitcase with Top and Side-Grab Handles - Black,https://m.media-amazon.com/images/I/71zKKZJEhVL._AC_UL320_.jpg,https://www.amazon.com/dp/B07MGGMX8N,4.3,0,1295,0,104,FALSE,0
B0C7BF9GRR,Multifunctional 26 Inch Checked Luggage Hard Shell Suitcases with Wheels Tsa Approved Luggage Large Suitcase Travel Luggage for Women & Men Rolling Luggage Bags for Weekender(Blackish Green),https://m.media-amazon.com/images/I/719ERJgP0BL._AC_UL320_.jpg,https://www.amazon.com/dp/B0C7BF9GRR,0,0,239.89,0,104,FALSE,0
B0CCNRN9B1,"3 Pieces Thicken Clear Luggage Cover Protector, 20"" 24"" 28"" PVC Luggage Covers for Suitcase Waterproof Dustproof Anti-scratch Travel Suitcase Covers Case for Wheeled Luggage",https://m.media-amazon.com/images/I/71Eh7XoStxL._AC_UL320_.jpg,https://www.amazon.com/dp/B0CCNRN9B1,3.9,0,20.99,0,104,FALSE,100
B07QZLJBNK,"Crew Versapack Softside Expandable 8 Spinner Wheel Luggage, USB Port, Men and Women, Perfect Plum, Checked Large 29-Inch",https://m.media-amazon.com/images/I/71aRwh8uHFL._AC_UL320_.jpg,https://www.amazon.com/dp/B07QZLJBNK,4.7,0,297.49,0,104,FALSE,0
B07HGHBMSS,"Tourlite Softside Expandable Upright 2 Wheel Luggage, Lightweight Suitcase, Men and Women, Black, Carry-On 22-Inch",https://m.media-amazon.com/images/I/91vggdQJ1sL._AC_UL320_.jpg,https://www.amazon.com/dp/B07HGHBMSS,4.4,0,144.49,0,104,FALSE,0
B0C148Z9RT,"24 Inch Suitcase with Separate Compartment, Water-resistant Large Suitcase with Spinner Wheels, TSA Lock, Business Classic Travel Suitcase, Black",https://m.media-amazon.com/images/I/81fdcTO5ZfL._AC_UL320_.jpg,https://www.amazon.com/dp/B0C148Z9RT,5,0,99.99,159.99,104,FALSE,0
B0BBQ8MWV8,B|Y Ulisse Spinner Suitcase - 21 Inch Carry-On Luggage - Hard Exterior and TSA-Approved Lock,https://m.media-amazon.com/images/I/515WOcfvvOL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BBQ8MWV8,4.5,0,143.2,0,104,FALSE,0
B09TSJ4G8V,"3 Pieces Clear Luggage Cover PVC Suitcase Luggage Cover Protector Waterproof Cover for Luggage Cover (Black Border, Regular Style)",https://m.media-amazon.com/images/I/710ELETf41L._AC_UL320_.jpg,https://www.amazon.com/dp/B09TSJ4G8V,4,0,22.98,24.98,104,FALSE,200
B0BTL1LDHN,"29 Inch Luggage Suitcases With Spinner Wheels Lightweight PC hardside Rolling Suitcase With TSA Lock, Checked-Large 29-Inch��Cuba Sand��",https://m.media-amazon.com/images/I/71hTEbuIyRL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BTL1LDHN,4.5,0,209.99,0,104,FALSE,0
B0BNJ4MDB4,"Checked Luggage Wide Handle Luxury Design Rolling Travel Suitcase PC Hardside with Aluminum Frame Hollow Spinner Wheels, with Cover, 24 inch, Smoke White",https://m.media-amazon.com/images/I/615kL1+Rs4L._AC_UL320_.jpg,https://www.amazon.com/dp/B0BNJ4MDB4,4.3,0,224.99,249.99,104,FALSE,0
B0CDXDV1BB,"Hard Sided Luggage with Spinner Wheels,Expandable Suitcases with TSA Lock (28"" Checked-Large, Deep Blue)��",https://m.media-amazon.com/images/I/81g6xFyry1L._AC_UL320_.jpg,https://www.amazon.com/dp/B0CDXDV1BB,4.5,0,129.99,139.99,104,FALSE,0
B07414Y4CF,"Luggage Protector Suitcase Cover PVC Waterproof Travel Suitcase Fits Most 20"" to 30""(28"")",https://m.media-amazon.com/images/I/51HrVvkFGBL._AC_UL320_.jpg,https://www.amazon.com/dp/B07414Y4CF,4.1,0,16.49,0,104,FALSE,200
B01N4R4WTI,Croco PVC Designer Luggage - Lightweight Expandable 28 Inch Suitcase for Women - Large Durable Bag with 4-Rolling Spinner Wheels (Burgendy),https://m.media-amazon.com/images/I/9185I7rkdcL._AC_UL320_.jpg,https://www.amazon.com/dp/B01N4R4WTI,4.5,0,169.9,0,104,FALSE,0
B0BXS556Z8,"Checked Luggage 24 inch, 100% PC Large Suitcase with Wheels, Hardside Suitcase TSA Approved Medium Hard Case Travel Luggage (Beige)",https://m.media-amazon.com/images/I/61m7yO-xMTL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BXS556Z8,4.4,0,139.99,0,104,FALSE,0
B09DTRZ57Q,"Reaction Diamond Tower Luggage Lightweight Hardside Expandable 8-Wheel Spinner Travel Suitcase, Black, 28-Inch Checked",https://m.media-amazon.com/images/I/81SsTIbXyuS._AC_UL320_.jpg,https://www.amazon.com/dp/B09DTRZ57Q,4.4,0,159.99,0,104,FALSE,0
B07DNJPVK4,"25"" Upright Luggage with 8 Spinner Wheels, Clay",https://m.media-amazon.com/images/I/61ziIHCHc0L._AC_UL320_.jpg,https://www.amazon.com/dp/B07DNJPVK4,4.4,0,108.13,119.99,104,FALSE,0
B09GFLYP5H,"Luggage, Aluninum Hardside Suitcase With TSA Lock (Silver, 25 inch Check-In Medium)",https://m.media-amazon.com/images/I/61KY1mQkGpL._AC_UL320_.jpg,https://www.amazon.com/dp/B09GFLYP5H,4.1,0,369,0,104,FALSE,0
B09K7GXLVT,Luggage Sets (Only 28in Expandable)Carry on Suitcase with Spinner Wheels,https://m.media-amazon.com/images/I/71UmtS6mDsL._AC_UL320_.jpg,https://www.amazon.com/dp/B09K7GXLVT,4.3,0,129.99,0,104,FALSE,50
B0C3C9W1NZ,"28 Inch Luggage, Expandable Suitcase Checked Luggage, PC Hard Case Luggage with TSA Lock Spinner Wheels YKK Zippers (Green)",https://m.media-amazon.com/images/I/61Rb8gqJ7-L._AC_UL320_.jpg,https://www.amazon.com/dp/B0C3C9W1NZ,4.7,0,129.99,0,104,FALSE,0
B07VC7SJFM,"Star Wars Hardside Spinner Wheel Luggage, Intergalactic, Checked-Large 28-Inch",https://m.media-amazon.com/images/I/A1Ztnmem1dL._AC_UL320_.jpg,https://www.amazon.com/dp/B07VC7SJFM,4.7,0,157.93,0,104,FALSE,0
B0C6J52B9G,"20 Inch suitcase, Travel Case, User-Friendly Front Door, Usb Charging, Silent Wheel, Tsa Lock, Hook, Phone Holder, Dry Wet Separation, Pc Material, Aluminum Frame, Multi Lever, Cup Holder",https://m.media-amazon.com/images/I/715Y8cXeVFL._AC_UL320_.jpg,https://www.amazon.com/dp/B0C6J52B9G,0,0,159,189,104,FALSE,0
B0BJ2VD445,Evolve SE Hardside Expandable Luggage with Spinners | Alpine Green | 2PC SET (Carry-on/Medium),https://m.media-amazon.com/images/I/81TzPPdnk8L._AC_UL320_.jpg,https://www.amazon.com/dp/B0BJ2VD445,4.5,0,309.49,0,104,FALSE,0
B0BFF5YT3L,"3 Pieces Travel Luggage Cover Suitcase Protector Anti Scratch Suitcase Cover Washable Baggage Covers (Vintage Theme, Medium Size)",https://m.media-amazon.com/images/I/811jurRIfpL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BFF5YT3L,4,0,24.98,0,104,FALSE,100
B0CFYX6FVC,"Spinners, Plum, 29-inch Baseline Large Expandable",https://m.media-amazon.com/images/I/51h8K4SDP8L._AC_UL320_.jpg,https://www.amazon.com/dp/B0CFYX6FVC,0,0,869,0,104,FALSE,0
B09X5ZGJR2,"Sugar Skull Travel Suitcase with Wheels - Spinner Rolling Luggage Bag for Traveling - 14.2"" x 21.5"" x 8.7"" Hard Shell Spinner Carry On Baggage for Vacations, Weekender, Traveler Calavera Skeleton Bags",https://m.media-amazon.com/images/I/819cIwwA6eL._AC_UL320_.jpg,https://www.amazon.com/dp/B09X5ZGJR2,4.4,0,149.99,0,104,FALSE,0
B07YH2NJ7R,Subterra Spinner 63cm/25 Black,https://m.media-amazon.com/images/I/61Ib-BMYaFL._AC_UL320_.jpg,https://www.amazon.com/dp/B07YH2NJ7R,4.2,0,419.95,0,104,FALSE,0
B0BYZRSR65,26 Inch Luggage Large Suitcase With Spinner Wheels Tsa Luggage Suitcases Traveler's Choice Hard Case Luggage For Women & Men Rolling Checked Luggage(Graphite Grey),https://m.media-amazon.com/images/I/61vS+8xEJkL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BYZRSR65,4.6,0,189.99,0,104,FALSE,0
B09NXHMK5L,"Duo-Tone 31"" Softside Checked 8 Wheel Spinner, Peach/Sea Teal",https://m.media-amazon.com/images/I/71W2xtc1XyL._AC_UL320_.jpg,https://www.amazon.com/dp/B09NXHMK5L,4.2,0,94.84,0,104,FALSE,0
B0BHZP6K1Z,3 Pieces Clear Luggage Cover Suitcase Cover Luggage Protector Suitcase Cover for Luggage Set of 3 Luggage Covers for Suitcase (20-24-28Inch),https://m.media-amazon.com/images/I/61yrXSMdK3L._AC_UL320_.jpg,https://www.amazon.com/dp/B0BHZP6K1Z,3.9,0,24.99,0,104,FALSE,200
B09NXM54Z5,"Duo-Tone 27"" Softside Checked 8 Wheel Spinner, Fuschia Red/Magnet",https://m.media-amazon.com/images/I/61LCeysLNgL._AC_UL320_.jpg,https://www.amazon.com/dp/B09NXM54Z5,4.3,0,81.31,0,104,FALSE,0
B08R6PWN3R,"Ultimax 30"" Hardside Spinner Trunk Luggage,Expandable, Teal",https://m.media-amazon.com/images/I/61OuQvyhLRL._AC_UL320_.jpg,https://www.amazon.com/dp/B08R6PWN3R,4.5,0,299.99,0,104,FALSE,0
B07PJVHZ1P,"B|Y Ulisse Expandable Spinner Suitcase - 28"" & 30"" Inch Travel Luggage with TSA-Approved Lock and Hardside Exterior - Multiple Color Options",https://m.media-amazon.com/images/I/81WJQr104CL._AC_UL320_.jpg,https://www.amazon.com/dp/B07PJVHZ1P,4.5,0,259,0,104,FALSE,0
B09R2MH2MH,"Cruise 3.0 Hardside Expandable Luggage with Spinner Wheels, Platinum, Checked-Medium 24 Inch",https://m.media-amazon.com/images/I/91yZ5iuH5tL._AC_UL320_.jpg,https://www.amazon.com/dp/B09R2MH2MH,4.3,0,168.99,219.99,104,FALSE,0
B0BN6VDMSD,"Census 32"" Softside Checked 8 Wheel Spinner, Grey Skin",https://m.media-amazon.com/images/I/71gJhXJyLpL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BN6VDMSD,0,0,134.99,149.99,104,FALSE,0
B0C2YKR496,"Carry on Luggage, Mixi Suitcase Spinner Wheels Luggage Hardshell Lightweight Rolling Suitcases PC with Cover & TSA Lock for Business Travel",https://m.media-amazon.com/images/I/51jLSgLp1JL._AC_UL320_.jpg,https://www.amazon.com/dp/B0C2YKR496,4.5,0,159.99,0,104,FALSE,0
B0C61GCR5S,Luggage Expandable PC ABS Durable Hardside Suitcase with Spinner Wheels TSA Lock Checked-Large 28 Inch LightGreen,https://m.media-amazon.com/images/I/61s1VkBpECL._AC_UL320_.jpg,https://www.amazon.com/dp/B0C61GCR5S,4.6,0,139.99,0,104,FALSE,0
B0C5ND2298,"8028 Hardside Expandable Spinner Luggage, Black/White, Checked-Large 28-Inch",https://m.media-amazon.com/images/I/41VRGUKAx2L._AC_UL320_.jpg,https://www.amazon.com/dp/B0C5ND2298,4.2,0,137.74,0,104,FALSE,0
B0BJDWDT8T,"Suitcase, 20"" Carry On Luggage 14"" Mini Cosmetic Cases Luggage Sets Hardside PC ABS Lightweight USB Suitcase with Wheels TSA (2 Piece Set 14/20, White)",https://m.media-amazon.com/images/I/518JPJHDF7L._AC_UL320_.jpg,https://www.amazon.com/dp/B0BJDWDT8T,4.4,0,99.99,109.99,104,FALSE,50
B0BPSD2252,"Luggage Hard Shell Suitcases Airline Approved Carry On Luggage 22x14x9 TSA Approved Luggage Suite Case with Wheels Travel Luggage Wide Handle 20 Inch Suitcase for Women Man, White",https://m.media-amazon.com/images/I/61Je0AhD5kL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BPSD2252,4.2,0,189.99,0,104,FALSE,0
B07QC16SCF,Clear PVC Suitcase Cover Protectors 28 Inch Transparent Travel Luggage Covers for Suitcase Tsa Approved,https://m.media-amazon.com/images/I/61xq-OfeGvL._AC_UL320_.jpg,https://www.amazon.com/dp/B07QC16SCF,4.3,0,18.99,19.99,104,FALSE,100
B0BCPJZXM3,"Intrepid 32"" Softside Checked 8 Wheel Expandable Spinner with TSA Lock, Black",https://m.media-amazon.com/images/I/71NIED5hd8L._AC_UL320_.jpg,https://www.amazon.com/dp/B0BCPJZXM3,4.5,0,149.99,189.99,104,FALSE,0
B06XB2ZKVN,Designer Luggage - Checked Large 28 Inch Softside Suitcase - Expandable for Extra Packing Capacity - Lightweight Bag with Rolling Spinner Wheels (Harlo Black),https://m.media-amazon.com/images/I/91g3OQFLG4L._AC_UL320_.jpg,https://www.amazon.com/dp/B06XB2ZKVN,4.4,0,169.99,0,104,FALSE,0
B082VWS452,"St. Tropez Hardside Expandable Luggage with Spinner Wheels, Pink, Checked-Large 28 Inch",https://m.media-amazon.com/images/I/71tCJpJwldL._AC_UL320_.jpg,https://www.amazon.com/dp/B082VWS452,4.2,0,239,280.8,104,FALSE,0
B087H47ZWP,"REACTION Renegade_Collection, Cilantro, 24-Inch Checked",https://m.media-amazon.com/images/I/71k3WNQpECL._AC_UL320_.jpg,https://www.amazon.com/dp/B087H47ZWP,4.5,0,129.99,0,104,FALSE,0
B07G4SRQC8,"Standard, Black, std",https://m.media-amazon.com/images/I/910NnGbHieL._AC_UL320_.jpg,https://www.amazon.com/dp/B07G4SRQC8,4.5,0,58.7,0,104,FALSE,0
B0BN4DQ2YC,"Cascade Hardside Expandable Luggage Wheels, Purple Haze, 24-Inch Spinner",https://m.media-amazon.com/images/I/81KoTJ8UJGL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BN4DQ2YC,4.2,0,87.75,149.99,104,FALSE,0
B0B4V7S4NM,"Lares Softside Expandable Luggage with Spinner Wheels, Purple, Checked 30-Inch",https://m.media-amazon.com/images/I/71tv++fH+PL._AC_UL320_.jpg,https://www.amazon.com/dp/B0B4V7S4NM,4.2,0,149.99,0,104,FALSE,0
B0B7WSMJXY,Travelkin Luggage Cover Washable Suitcase Cover Suitcase Protector Anti-scratch Suitcase cover Fits 18-32 Inch Luggage(L for 26-28 Inch Luggage),https://m.media-amazon.com/images/I/61s7Tavsq-L._AC_UL320_.jpg,https://www.amazon.com/dp/B0B7WSMJXY,4.2,0,19.99,0,104,FALSE,100
B07JQ9H54X,26 Inch Checked Luggage Collection - Expandable Scratch Resistant (ABS + PC) Hardside Suitcase - Designer Lightweight Bag with 8-Rolling Spinner Wheels (Stripe Roses),https://m.media-amazon.com/images/I/81U+PFaLf8L._AC_UL320_.jpg,https://www.amazon.com/dp/B07JQ9H54X,4.6,0,169.99,0,104,FALSE,0
B071YF98T8,"Luggage Large 28"" Expandable Softside Suitcase With Spinner Wheels (28in, Legends Turquoise)",https://m.media-amazon.com/images/I/71jHMUgX+RL._AC_UL320_.jpg,https://www.amazon.com/dp/B071YF98T8,4.6,0,165.99,0,104,FALSE,0
B09VYKMQ7M,"Intervolve 32"" Hardside Checked 8 Wheel Expandable Spinner, Dark Olive",https://m.media-amazon.com/images/I/71Bn4N5C7HL._AC_UL320_.jpg,https://www.amazon.com/dp/B09VYKMQ7M,4.1,0,158.99,169.99,104,FALSE,0
B07FQSF6H7,"30 Inch Checked Luggage Collection - Expandable Scratch Resistant (ABS + PC) Hardside Suitcase - Designer Lightweight Bag with 8-Rolling Spinner Wheels (Flamingo Strut, 30in)",https://m.media-amazon.com/images/I/91E6gGlxDoL._AC_UL320_.jpg,https://www.amazon.com/dp/B07FQSF6H7,4.4,0,174.99,189.99,104,FALSE,0
B073V9DJ3F,"Melbourne Hardside Expandable Spinner Wheel Luggage, Two Tone Blue, 2-Piece Set (20/28)",https://m.media-amazon.com/images/I/81wBQvDP9SL._AC_UL320_.jpg,https://www.amazon.com/dp/B073V9DJ3F,4.2,0,99,0,104,FALSE,0
B08Y19BQHQ,"Travelkin Luggage Covers For Suitcase Tsa Approved,Suitcase Cover Protector Fit 18-32 Inch Luggage",https://m.media-amazon.com/images/I/61yGMJD-EAL._AC_UL320_.jpg,https://www.amazon.com/dp/B08Y19BQHQ,4.4,0,19.99,0,104,FALSE,100
B07ZLM6KM7,Luggage Cover Suitcase Cover Suitcase Protector Fit 26-28 Inch Luggage,https://m.media-amazon.com/images/I/71eNAx30A2L._AC_UL320_.jpg,https://www.amazon.com/dp/B07ZLM6KM7,4.4,0,19.99,0,104,FALSE,100
B0B3M4Z4GN,"Expectant 32"" Softside Checked 8 Wheel Expandable Spinner, Red",https://m.media-amazon.com/images/I/71ODf9YCYnL._AC_UL320_.jpg,https://www.amazon.com/dp/B0B3M4Z4GN,0,0,159.69,179.99,104,FALSE,0
B07TVP1HGP,"Star Wars Hardside Spinner Wheel Luggage, Galaxy, Checked-Large 28-Inch",https://m.media-amazon.com/images/I/91DtYitFD+L._AC_UL320_.jpg,https://www.amazon.com/dp/B07TVP1HGP,4.5,0,169.96,0,104,FALSE,0
B0BC8J3NQ4,"Luggage Cover Suitcase Cover Protector Luggage Protector Suitcase Cover Clear Luggage Cover Trunk Luggage Covers for Suitcase (Transparent, 32inch)",https://m.media-amazon.com/images/I/41Aqa+hAVUL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BC8J3NQ4,3.4,0,18.99,0,104,FALSE,100
B09F752LXD,"Maker Hardside Spinner Luggage, Navy/Yellow, Checked-Large 29-Inch",https://m.media-amazon.com/images/I/81Uw3cYz3GL._AC_UL320_.jpg,https://www.amazon.com/dp/B09F752LXD,4.8,0,118.18,0,104,FALSE,0
B0B6JLSY1G,"20/24/28 inch Set PVC Luggage Protector Covers,Clear Suitcase Cover Protector,20 Inch Transparent Luggage Protective Cover Case for Wheeled Suitcase",https://m.media-amazon.com/images/I/71a2R+0b9RL._AC_UL320_.jpg,https://www.amazon.com/dp/B0B6JLSY1G,4.4,0,39.99,0,104,FALSE,50
B0BZ5BV143,"8018 Hardside Expandable Luggage with Spinner Wheels, Black, Checked-Large 27-Inch",https://m.media-amazon.com/images/I/51EeMW06-rL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BZ5BV143,3.3,0,132.65,139.99,104,FALSE,0
B00J9YQM0U,"Spinner (82 cm-122 L), Grey (Graphite), XL (82cm-122L)",https://m.media-amazon.com/images/I/914orCP6pcL._AC_UL320_.jpg,https://www.amazon.com/dp/B00J9YQM0U,4.5,0,480.74,0,104,FALSE,0
B0BYTG7MSY,"8090 Hardside Expandable Luggage with Spinner Wheels, Black, Checked-Large 28-Inch",https://m.media-amazon.com/images/I/41DqwRHD5QL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BYTG7MSY,4,0,152.58,0,104,FALSE,0
B07YH2MZR7,"Subterra Luggage 55cm/22""",https://m.media-amazon.com/images/I/61ZoOzJWEqL._AC_UL320_.jpg,https://www.amazon.com/dp/B07YH2MZR7,4.7,0,374.95,0,104,FALSE,0
B0C951YYJ5,"MaXpace 31"" Softside UltraLight Checked Spinner, Dark Brown Camo",https://m.media-amazon.com/images/I/916o+PPeYvL._AC_UL320_.jpg,https://www.amazon.com/dp/B0C951YYJ5,5,0,82.6,0,104,FALSE,0
B0BJCY9LD2,Luggage Sets 3 Piece PC ABS Hardside Lightweight Suitcase with 4 Universal Wheels TSA Lock Carry On 20 24 28 Inch Violet Purple,https://m.media-amazon.com/images/I/71c5XxZ+1hL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BJCY9LD2,4.5,0,189.99,0,104,FALSE,0
B09F73C5RC,"Birch Hardside Spinner Luggage, Navy/Orange, Checked-Large 29-Inch",https://m.media-amazon.com/images/I/71R3sburApL._AC_UL320_.jpg,https://www.amazon.com/dp/B09F73C5RC,4.7,0,129.99,0,104,FALSE,0
B09VYL7DVR,"Encompass 31"" Hardside Checked 8 Wheel Expandable Spinner, Cream",https://m.media-amazon.com/images/I/714tBLKZrRL._AC_UL320_.jpg,https://www.amazon.com/dp/B09VYL7DVR,3.3,0,129.99,169.99,104,FALSE,0
B0C8BRBK8C,Alpha 3 Short Trip Expandable 4 Wheeled Packing Case,https://m.media-amazon.com/images/I/815nE7jFc3L._AC_UL320_.jpg,https://www.amazon.com/dp/B0C8BRBK8C,0,0,1195,0,104,FALSE,0
B0BS91QXJQ,"Suitcase Spinner Wheels 26'' Checked Luggage Hardshell Lightweight Rolling Suitcases PC with Cover & TSA Lock for Business Travel, Avocado Green",https://m.media-amazon.com/images/I/611MluW8m6L._AC_UL320_.jpg,https://www.amazon.com/dp/B0BS91QXJQ,4.3,0,194.99,0,104,FALSE,0
B07BK6TCKY,"Softside Replacement Luggage Suitcase Spinner Wheels, Pack of 4, One Size, Black",https://m.media-amazon.com/images/I/61noE6lQS9L._AC_UL320_.jpg,https://www.amazon.com/dp/B07BK6TCKY,3.7,0,15.2,0,104,FALSE,100
B0849FZHLN,"Zoom Turbo Softside Expandable Spinner Wheel Luggage, Black, Checked-Medium 25-Inch",https://m.media-amazon.com/images/I/916NDbc9SVL._AC_UL320_.jpg,https://www.amazon.com/dp/B0849FZHLN,4.5,0,118.99,169.99,104,FALSE,0
B084XTGNT6,"Reaction Chelsea Luggage Chevron, Black, 24-Inch Checked",https://m.media-amazon.com/images/I/91kwBPr619L._AC_UL320_.jpg,https://www.amazon.com/dp/B084XTGNT6,4.4,0,174,0,104,FALSE,0
B0BH6N9WMT,"Airconic Hardside Expandable Luggage with Spinners, Deep Orchid, 2PC SET (Carry-on/Large)",https://m.media-amazon.com/images/I/81lQQrl0ByL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BH6N9WMT,3.8,0,0,0,104,FALSE,0
B07CC61F2D,"Hardside Spinner Luggage With Built-In TSA Lock, 21-Inch, Carry-on, Navy Blue",https://m.media-amazon.com/images/I/71SJLG-HZNL._AC_UL320_.jpg,https://www.amazon.com/dp/B07CC61F2D,4.4,0,86.06,0,104,FALSE,0
B00S087RPU,"Printed Luggage Cover, Black, Large",https://m.media-amazon.com/images/I/814Hy8IUncL._AC_UL320_.jpg,https://www.amazon.com/dp/B00S087RPU,4.1,0,29.99,39.99,104,FALSE,50
B0BH9DL82Y,"4 KIX 2.0 Softside Expandable Luggage with Spinners, Black, 3PC (CO/MED/LG)",https://m.media-amazon.com/images/I/91quX26fgZL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BH9DL82Y,4.5,0,0,0,104,FALSE,0
B0BZL1YHWR,Clear Suitcase Cover - 20 24 26 28 30 Inch Waterproof PVC Suitcase Cover - Transparent Travel Suitcase Wrap - Protective Cover Case for Wheeled Luggage (28-Inch),https://m.media-amazon.com/images/I/51+pnVkqr8L._AC_UL320_.jpg,https://www.amazon.com/dp/B0BZL1YHWR,3.9,0,14.99,0,104,FALSE,100
B09P325QVM,"Freeland Carry On Luggage with X-Large Spinner Wheels, Expandable Hardside Travel Luggage, Rolling Suitcase TSA Approved (20-Inch, Yellow)",https://m.media-amazon.com/images/I/61+vMhT02DL._AC_UL320_.jpg,https://www.amazon.com/dp/B09P325QVM,4.3,0,119.98,0,104,FALSE,0
B09V8YQWGT,"Divinity II 28"" Softside Checked 8 Wheel Spinner, Black",https://m.media-amazon.com/images/I/61NKdnv3t0L._AC_UL320_.jpg,https://www.amazon.com/dp/B09V8YQWGT,4,0,139.99,0,104,FALSE,0
B083T859X8,"Disney Softside Luggage with Spinner Wheels, Minnie Mouse Denim, Checked-Large 28-Inch",https://m.media-amazon.com/images/I/91h-Xb5EL+L._AC_UL320_.jpg,https://www.amazon.com/dp/B083T859X8,4.8,0,160.99,219.99,104,FALSE,0
B089DJ363K,"7585 Hardside Expandable Luggage with Spinner Wheels, Silver, Checked-Medium 23-Inch",https://m.media-amazon.com/images/I/81rkF06oryL._AC_UL320_.jpg,https://www.amazon.com/dp/B089DJ363K,4.4,0,134.15,0,104,FALSE,0
B0BXLLHHVG,Carry On Luggage Airline Approved Hard Shell Suitcase with Spinner Wheels TSA Luggage Travel Suitcases Wide Handle for Men Women(Graphite Grey),https://m.media-amazon.com/images/I/61isDY19oOL._AC_UL320_.jpg,https://www.amazon.com/dp/B0BXLLHHVG,4,0,229.99,0,104,FALSE,0
B0BNZ86C8J,Clear PVC Luggage Cover Protectors 30 Inch Suitcase Cover for Suitcase TSA Approved 29-32Inch (27.16''H x 20.27''L x 12.40''W),https://m.media-amazon.com/images/I/71PcflrEV6L._AC_UL320_.jpg,https://www.amazon.com/dp/B0BNZ86C8J,4.2,0,19.99,21.99,104,FALSE,100
